schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00291300,Campbell University,2016,,51,4,0,0,55,6,6,1,0,13,3,0,0,0,3,1,0,2,1,4,0,0,0,0,0,2,,1,1,19,2,103,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,,,32,3,1,0,36,,,3,0,0,0,3,,,3,0,0,0,3,,,2,0,0,0,2,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,6,6,1,0,13,,,8,0,0,0,8,,,1,0,0,0,1,,,0,0,0,0,0,,,3,1,0,0,4,,,,,,,,,,,,,0,0,0,0,0,3,0,1,1,5,,,0,0,0,0,0,64,10,3,1,78,,,NC,64,SC,5,DC,1,0
00291300,Campbell University,2017,,88,1,2,2,93,9,6,1,2,18,2,2,1,0,5,0,0,1,0,1,0,0,0,0,0,2,,5,1,11,1,140,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,,,44,0,0,2,46,,,13,0,0,0,13,,,1,0,0,0,1,,,3,0,0,0,3,,,3,0,1,0,4,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,10,6,3,2,21,,,13,2,0,0,15,,,0,0,1,0,1,,,3,0,0,0,3,,,4,1,0,0,5,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,102,9,5,4,120,,,NC,106,VA,4,CO,2,0
00291300,Campbell University,2018,,65,5,1,1,72,16,4,1,1,22,5,0,1,0,6,0,1,0,0,1,0,0,0,0,0,0,,4,1,19,1,129,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,,,34,2,1,1,38,,,4,0,0,0,4,,,4,0,0,0,4,,,1,0,0,0,1,,,3,0,0,0,3,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,15,7,2,0,24,,,11,1,0,1,13,,,1,0,0,0,1,,,3,0,0,0,3,,,6,0,0,0,6,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,0,0,89,10,3,2,104,,,NC,95,FL,2,PA,2,0
00292002,Duke University,2015,,185,2,0,0,187,7,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,1,4,0,208,1,5,0,1,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,,,4,1,0,0,5,,,1,0,0,0,1,,,1,0,0,0,1,,,2,0,0,0,2,,,13,0,0,0,13,,,24,0,0,0,24,,,100,2,0,0,102,,,0,0,0,0,0,,,8,1,0,0,9,,,5,2,0,0,7,,,4,0,0,0,4,,,18,2,0,0,20,,,11,0,0,1,12,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,193,8,0,1,202,,,NY,65,NC,28,DC,19,9
00292002,Duke University,2016,,207,0,1,0,208,3,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,,1,2,2,0,224,1,2,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,,,2,0,0,0,2,,,3,0,0,0,3,,,1,0,0,0,1,,,3,0,0,0,3,,,7,0,0,0,7,,,19,0,0,0,19,,,113,0,0,0,113,,,0,0,0,0,0,,,5,0,0,0,5,,,11,1,0,1,13,,,4,1,1,0,6,,,35,0,0,0,35,,,6,0,0,0,6,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,212,2,1,1,216,,,NY,63,DC,25,NC,22,7
00292002,Duke University,2017,,211,0,0,0,211,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,3,225,1,3,0,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,,,3,1,0,0,4,,,2,0,0,0,2,,,0,0,0,0,0,,,3,0,0,0,3,,,12,0,0,0,12,,,12,0,0,0,12,,,121,0,0,0,121,,,0,0,0,0,0,,,3,0,0,0,3,,,8,1,0,0,9,,,4,0,0,0,4,,,38,0,0,0,38,,,7,0,0,0,7,,,,,,,,,,,,,0,0,0,0,0,3,1,0,0,4,,,0,0,0,0,0,216,3,0,0,219,,,NY,69,DC,28,NC,19,6
00292002,Duke University,2018,,201,0,0,0,201,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,3,2,2,2,220,2,3,0,0,5,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,1,0,0,0,1,,,3,0,0,0,3,,,7,0,0,0,7,,,19,0,0,0,19,,,115,0,0,0,115,,,0,0,0,0,0,,,4,0,0,0,4,,,11,1,0,0,12,,,6,2,0,0,8,,,28,1,0,0,29,,,8,0,0,0,8,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,206,4,0,0,210,,,NY,70,CA,22,DC,22,5
00292701,Elon University,2015,,37,1,1,2,41,5,2,0,1,8,2,1,1,3,7,0,0,0,1,1,0,0,0,0,0,4,,0,0,14,1,77,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6,,,14,0,1,1,16,,,7,0,0,0,7,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,4,3,1,5,13,,,4,1,0,1,6,,,3,0,0,0,3,,,1,0,0,0,1,,,3,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,44,4,2,8,58,,,NC,46,GA,3,DC,2,0
00292701,Elon University,2016,,30,5,0,0,35,16,5,1,2,24,1,2,1,0,4,0,0,0,1,1,0,0,0,0,0,2,,1,1,21,0,89,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,17,1,0,0,18,,,3,0,0,0,3,,,2,0,0,1,3,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,0,1,,,0,0,0,0,0,,,6,6,2,1,15,,,12,2,0,1,15,,,2,1,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,2,,,0,0,0,0,0,47,12,2,3,64,,,NC,46,VA,9,NY,2,0
00292701,Elon University,2017,,31,4,2,0,37,12,1,0,2,15,1,1,1,0,3,0,1,1,1,3,0,0,0,0,0,3,,4,5,21,0,91,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,13,1,2,1,17,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,1,0,0,1,,,0,0,0,0,0,,,12,3,1,2,18,,,12,1,1,0,14,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,44,7,4,3,58,,,NC,33,FL,4,MD,4,0
00292701,Elon University,2018,,58,4,0,0,62,12,8,2,5,27,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,,0,2,13,0,111,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,33,1,0,2,36,,,3,1,0,0,4,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,13,8,2,3,26,,,10,1,0,0,11,,,6,1,0,0,7,,,1,0,0,0,1,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,76,12,2,5,95,,,NC,52,DC,7,VA,7,1
00295000,North Carolina Central University,2015,,56,3,3,2,64,19,7,1,0,27,19,1,0,1,21,2,0,0,2,4,0,0,0,0,0,1,,1,2,28,23,171,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,,,21,1,1,1,24,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,2,1,0,0,3,,,10,0,0,0,10,,,25,7,1,2,35,,,17,1,2,0,20,,,6,0,0,0,6,,,0,0,0,0,0,,,1,0,0,0,1,,,,,,,,,,,,,1,0,0,0,1,4,0,0,1,5,,,3,1,0,0,4,96,11,4,5,116,,,NC,89,NY,4,CO,3,0
00295000,North Carolina Central University,2016,,63,2,4,2,71,7,13,0,1,21,18,3,2,3,26,2,0,0,0,2,2,0,0,0,2,4,,0,3,30,21,180,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,27,0,5,0,32,,,4,0,0,2,6,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,15,14,0,3,32,,,26,2,1,1,30,,,5,1,0,0,6,,,0,0,0,0,0,,,4,0,0,0,4,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,1,0,0,0,1,92,18,6,6,122,,,NC,85,VA,5,GA,4,0
00295000,North Carolina Central University,2017,,52,6,3,2,63,22,13,2,3,40,12,0,0,1,13,9,1,0,0,10,1,0,1,0,2,3,,2,4,25,10,173,0,0,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,,,24,1,2,0,27,,,0,0,0,0,0,,,1,1,0,0,2,,,1,0,0,0,1,,,5,0,0,0,5,,,0,0,0,0,0,,,2,0,0,0,2,,,1,2,1,0,4,,,33,15,2,4,54,,,18,0,1,1,20,,,3,1,0,0,4,,,2,0,0,0,2,,,3,0,0,0,3,,,,,,,,,,,,,0,0,0,0,0,3,0,1,0,4,,,0,0,0,0,0,96,20,7,6,129,,,NC,96,VA,7,DC,5,0
00295000,North Carolina Central University,2018,,50,5,1,1,57,12,13,0,0,25,14,0,0,0,14,6,0,0,0,6,0,0,0,0,0,3,,4,2,13,8,132,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,21,0,0,0,21,,,2,0,0,0,2,,,1,0,0,0,1,,,1,0,0,0,1,,,5,0,0,0,5,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,16,17,0,1,34,,,21,1,0,0,22,,,6,0,1,0,7,,,2,0,0,0,2,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,82,18,1,1,102,,,NC,78,DC,5,VA,5,0
00297400,University of North Carolina,2015,,153,6,2,6,167,29,1,1,3,34,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,,0,3,18,3,232,0,0,0,1,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,,,23,1,2,2,28,,,8,0,0,0,8,,,1,1,0,3,5,,,7,0,0,0,7,,,8,0,0,0,8,,,13,0,0,1,14,,,30,0,0,0,30,,,1,0,0,0,1,,,26,2,1,3,32,,,31,1,0,1,33,,,13,0,0,0,13,,,12,0,0,0,12,,,6,0,0,0,6,,,,,,,,,,,,,0,0,0,0,0,4,3,0,1,8,,,0,0,0,0,0,183,8,3,11,205,,,NC,114,DC,19,NY,16,1
00297400,University of North Carolina,2016,,155,10,1,1,167,12,9,1,8,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,,1,1,23,1,229,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,22,1,0,0,23,,,9,0,0,0,9,,,6,0,1,0,7,,,8,1,0,0,9,,,8,0,0,0,8,,,4,0,0,0,4,,,32,0,0,0,32,,,2,3,0,0,5,,,16,10,0,8,34,,,26,2,0,1,29,,,9,1,0,0,10,,,12,0,0,0,12,,,9,0,0,0,9,,,,,,,,,,,,,0,0,0,0,0,4,1,0,1,6,,,0,0,0,0,0,167,19,2,10,198,,,NC,114,DC,14,GA,9,0
00297400,University of North Carolina,2017,,138,2,0,3,143,19,1,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,2,1,14,1,195,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,14,0,1,4,19,,,11,0,0,0,11,,,1,0,0,0,1,,,5,0,0,0,5,,,6,0,0,0,6,,,5,0,0,0,5,,,37,0,0,0,37,,,1,0,0,0,1,,,21,2,3,3,29,,,21,0,0,0,21,,,8,0,0,0,8,,,13,0,0,0,13,,,10,1,0,0,11,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,157,3,4,7,171,,,NC,92,GA,14,DC,10,0
00297400,University of North Carolina,2018,,180,3,0,0,183,10,4,4,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,,0,0,13,1,219,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,0,2,0,20,,,15,0,0,0,15,,,10,0,0,0,10,,,7,0,0,0,7,,,13,0,0,0,13,,,9,0,0,0,9,,,38,0,0,0,38,,,0,0,0,0,0,,,20,6,2,0,28,,,21,0,0,0,21,,,12,1,0,0,13,,,16,0,0,0,16,,,8,0,0,0,8,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,4,,,0,0,0,0,0,191,7,4,0,202,,,NC,92,DC,12,NY,12,0
00297805,Wake Forest University,2015,,92,1,2,1,96,21,1,0,1,23,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,7,,0,0,3,0,138,1,0,0,0,1,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,,,24,1,1,1,27,,,10,0,0,0,10,,,6,0,0,0,6,,,5,0,0,0,5,,,3,0,0,0,3,,,5,0,0,0,5,,,9,0,0,0,9,,,2,0,0,0,2,,,19,2,1,1,23,,,16,0,0,0,16,,,8,0,0,0,8,,,0,0,0,0,0,,,5,0,0,0,5,,,,,,,,,,,,,1,0,0,0,1,6,1,0,0,7,,,0,0,0,0,0,120,4,2,2,128,,,NC,60,VA,11,NY,7,0
00297805,Wake Forest University,2016,,135,1,0,0,136,21,2,1,0,24,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,4,,8,0,5,0,184,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34,1,1,0,36,,,13,0,0,0,13,,,10,0,0,0,10,,,8,0,0,0,8,,,5,0,0,0,5,,,9,0,0,0,9,,,16,1,0,0,17,,,0,0,0,0,0,,,28,1,0,0,29,,,15,0,0,1,16,,,7,0,0,0,7,,,7,0,0,0,7,,,9,0,0,0,9,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,162,3,1,1,167,,,NC,80,FL,11,NY,9,1
00297805,Wake Forest University,2017,,133,2,1,2,138,26,3,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,3,1,177,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,33,1,0,1,35,,,14,0,0,0,14,,,13,2,0,0,15,,,13,0,0,0,13,,,9,0,0,0,9,,,7,0,0,1,8,,,16,0,0,0,16,,,0,0,0,0,0,,,18,2,0,0,20,,,16,0,0,0,16,,,6,0,1,0,7,,,4,0,0,0,4,,,9,0,0,0,9,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,159,5,2,2,168,,,NC,73,GA,15,DC,11,1
00297805,Wake Forest University,2018,,102,0,0,0,102,32,0,1,2,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,2,5,4,0,152,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,19,0,0,0,19,,,8,0,0,0,8,,,7,0,0,0,7,,,5,0,0,0,5,,,8,0,0,0,8,,,3,0,0,0,3,,,25,0,0,0,25,,,0,0,0,0,0,,,26,0,1,1,28,,,14,0,0,1,15,,,5,0,0,0,5,,,4,0,0,0,4,,,8,0,0,0,8,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,2,,,0,0,0,0,0,135,0,1,2,138,,,NC,64,TX,11,NY,10,6
00300500,University of North Dakota,2015,,46,1,5,0,52,2,0,1,0,3,5,0,0,0,5,2,1,0,0,3,0,0,0,0,0,1,,4,2,8,1,79,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,,,17,0,0,0,17,,,3,0,0,0,3,,,2,0,1,0,3,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,0,0,0,0,0,,,4,0,1,0,5,,,10,1,1,0,12,,,1,0,0,0,1,,,1,0,0,0,1,,,13,1,0,0,14,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,55,2,6,0,63,,,ND,40,MN,11,MT,2,2
00300500,University of North Dakota,2016,,39,1,2,0,42,4,0,0,0,4,4,3,0,0,7,1,1,2,2,6,0,0,0,0,0,0,,2,4,9,2,76,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,16,0,1,0,17,,,6,0,0,0,6,,,0,0,0,0,0,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,6,3,1,2,12,,,9,1,0,0,10,,,0,0,0,0,0,,,0,0,0,0,0,,,8,1,0,0,9,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,48,5,4,2,59,,,ND,44,MN,7,NC,1,3
00300500,University of North Dakota,2017,,41,3,1,0,45,4,0,1,2,7,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,1,,0,3,3,1,64,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,,,20,0,0,2,22,,,4,0,0,0,4,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,6,1,0,0,7,,,4,0,1,0,5,,,2,0,0,0,2,,,1,0,0,0,1,,,9,3,0,0,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,48,4,2,2,56,,,ND,38,MN,9,CA,2,0
00300500,University of North Dakota,2018,,48,0,0,0,48,5,0,1,1,7,3,3,0,1,7,2,0,0,1,3,0,0,0,0,0,4,,2,3,7,4,85,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,0,1,0,27,,,1,0,0,0,1,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,6,2,0,2,10,,,9,0,0,0,9,,,1,0,0,0,1,,,0,0,0,0,0,,,13,0,0,0,13,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,2,,,0,0,0,0,0,58,3,1,3,65,,,ND,38,MN,12,FL,2,5
00302302,Capital University,2015,,57,2,3,0,62,23,0,0,4,27,17,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,,4,0,28,8,148,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,,,24,0,1,2,27,,,5,0,0,0,5,,,1,0,0,0,1,,,5,0,0,0,5,,,6,0,0,0,6,,,3,0,1,0,4,,,1,0,0,0,1,,,0,0,0,0,0,,,25,3,1,0,29,,,21,0,1,1,23,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,97,3,4,4,108,,,OH,94,FL,3,IL,2,0
00302302,Capital University,2016,,45,5,1,3,54,14,1,5,3,23,21,0,1,0,22,0,0,0,2,2,0,0,0,0,0,1,,0,5,7,5,119,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,8,,,26,1,1,3,31,,,2,1,1,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,3,0,0,0,3,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,24,1,1,3,29,,,11,1,3,2,17,,,3,0,0,0,3,,,0,1,0,0,1,,,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,80,6,7,8,101,,,OH,84,NY,2,NC,2,0
00302302,Capital University,2017,,63,0,1,0,64,14,1,4,4,23,9,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,,1,0,13,4,117,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,8,,,24,0,3,1,28,,,2,0,0,1,3,,,2,0,0,0,2,,,2,0,0,0,2,,,5,0,0,0,5,,,3,0,0,0,3,,,0,0,0,0,0,,,0,0,0,0,0,,,16,1,1,0,18,,,17,0,2,0,19,,,4,0,0,1,5,,,0,0,0,0,0,,,3,0,1,0,4,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,2,,,0,0,0,0,0,86,2,7,4,99,,,OH,89,FL,1,MI,1,0
00302302,Capital University,2018,,55,1,2,0,58,7,1,2,3,13,13,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,,1,2,11,1,101,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,,,19,1,3,2,25,,,5,0,0,0,5,,,2,0,0,0,2,,,2,0,0,0,2,,,4,0,0,0,4,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,18,0,0,0,18,,,17,1,2,0,20,,,1,0,1,0,2,,,0,0,0,0,0,,,1,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,,,0,0,0,0,0,75,2,6,3,86,,,OH,75,PA,2,IL,1,0
00302400,Case Western Reserve University,2015,,86,4,3,4,97,16,0,1,0,17,2,0,2,0,4,0,1,1,0,2,0,0,0,0,0,2,,0,3,10,1,144,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,0,1,,,20,1,3,3,27,,,4,0,0,0,4,,,6,1,0,0,7,,,5,0,0,0,5,,,7,0,0,0,7,,,2,0,0,0,2,,,10,0,0,0,10,,,0,0,0,1,1,,,26,3,1,1,31,,,12,0,2,5,19,,,6,0,0,2,8,,,2,0,0,0,2,,,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,2,1,0,0,0,1,,,0,0,1,0,1,104,5,7,12,128,,,OH,65,NY,9,IL,8,7
